id,RUL
1182,122
1183,121
1184,120
1185,119
1186,118
1187,117
1188,116
1189,115
1190,114
1191,113
1192,112
1193,111
1194,110
1195,109
1196,108
1197,107
1198,106
1199,105
1200,104
1201,103
1202,102
1203,101
1204,100
1205,99
1206,98
1207,97
1208,96
1209,95
1210,94
1211,93
1212,92
1213,91
1214,90
1215,89
1216,88
1217,87
1218,86
1219,85
1220,84
1221,83
1222,82
1223,81
1224,80
1225,79
1226,78
1227,77
1228,76
1229,75
1230,74
1231,73
1232,72
1233,71
1234,70
1235,69
1236,68
1237,67
1238,66
1239,65
1240,64
1241,63
1242,62
1243,61
1244,60
1245,59
1246,58
1247,57
1248,56
1249,55
1250,54
1251,53
1252,52
1253,51
1254,50
1255,49
1256,48
1257,47
1258,46
1259,45
1260,44
1261,43
1262,42
1263,41
1264,40
1265,39
1266,38
1267,37
1268,36
1269,35
1270,34
1271,33
1272,32
1273,31
1274,30
1275,29
1276,28
1277,27
1278,26
1279,25
1280,24
1281,23
1282,22
1283,21
1284,20
1285,19
1286,18
1287,17
1288,16
1289,15
1290,14
1291,13
1292,12
1293,11
1294,10
1295,9
1296,8
1297,7
1298,6
1299,5
1300,4
1301,3
1302,2
1303,1
1304,0
1305,258
1306,257
1307,256
1308,255
1309,254
1310,253
1311,252
1312,251
1313,250
1314,249
1315,248
1316,247
1317,246
1318,245
1319,244
1320,243
1321,242
1322,241
1323,240
1324,239
1325,238
1326,237
1327,236
1328,235
1329,234
1330,233
1331,232
1332,231
1333,230
1334,229
1335,228
1336,227
1337,226
1338,225
1339,224
1340,223
1341,222
1342,221
1343,220
1344,219
1345,218
1346,217
1347,216
1348,215
1349,214
1350,213
1351,212
1352,211
1353,210
1354,209
1355,208
1356,207
1357,206
1358,205
1359,204
1360,203
1361,202
1362,201
1363,200
1364,199
1365,198
1366,197
1367,196
1368,195
1369,194
1370,193
1371,192
1372,191
1373,190
1374,189
1375,188
1376,187
1377,186
1378,185
1379,184
1380,183
1381,182
1382,181
1383,180
1384,179
1385,178
1386,177
1387,176
1388,175
1389,174
1390,173
1391,172
1392,171
1393,170
1394,169
1395,168
1396,167
1397,166
1398,165
1399,164
1400,163
1401,162
1402,161
1403,160
1404,159
1405,158
1406,157
1407,156
1408,155
1409,154
1410,153
1411,152
1412,151
1413,150
1414,149
1415,148
1416,147
1417,146
1418,145
1419,144
1420,143
1421,142
1422,141
1423,140
1424,139
1425,138
1426,137
1427,136
1428,135
1429,134
1430,133
1431,132
1432,131
1433,130
1434,129
1435,128
1436,127
1437,126
1438,125
1439,124
1440,123
1441,122
1442,121
1443,120
1444,119
1445,118
1446,117
1447,116
1448,115
1449,114
1450,113
1451,112
1452,111
1453,110
1454,109
1455,108
1456,107
1457,106
1458,105
1459,104
1460,103
1461,102
1462,101
1463,100
1464,99
1465,98
1466,97
1467,96
1468,95
1469,94
1470,93
1471,92
1472,91
1473,90
1474,89
1475,88
1476,87
1477,86
1478,85
1479,84
1480,83
1481,82
1482,81
1483,80
1484,79
1485,78
1486,77
1487,76
1488,75
1489,74
1490,73
1491,72
1492,71
1493,70
1494,69
1495,68
1496,67
1497,66
1498,65
1499,64
1500,63
1501,62
1502,61
1503,60
1504,59
1505,58
1506,57
1507,56
1508,55
1509,54
1510,53
1511,52
1512,51
1513,50
1514,49
1515,48
1516,47
1517,46
1518,45
1519,44
1520,43
1521,42
1522,41
1523,40
1524,39
1525,38
1526,37
1527,36
1528,35
1529,34
1530,33
1531,32
1532,31
1533,30
1534,29
1535,28
1536,27
1537,26
1538,25
1539,24
1540,23
1541,22
1542,21
1543,20
1544,19
1545,18
1546,17
1547,16
1548,15
1549,14
1550,13
1551,12
1552,11
1553,10
1554,9
1555,8
1556,7
1557,6
1558,5
1559,4
1560,3
1561,2
1562,1
1563,0
1564,149
1565,148
1566,147
1567,146
1568,145
1569,144
1570,143
1571,142
1572,141
1573,140
1574,139
1575,138
1576,137
1577,136
1578,135
1579,134
1580,133
1581,132
1582,131
1583,130
1584,129
1585,128
1586,127
1587,126
1588,125
1589,124
1590,123
1591,122
1592,121
1593,120
1594,119
1595,118
1596,117
1597,116
1598,115
1599,114
1600,113
1601,112
1602,111
1603,110
1604,109
1605,108
1606,107
1607,106
1608,105
1609,104
1610,103
1611,102
1612,101
1613,100
1614,99
1615,98
1616,97
1617,96
1618,95
1619,94
1620,93
1621,92
1622,91
1623,90
1624,89
1625,88
1626,87
1627,86
1628,85
1629,84
1630,83
1631,82
1632,81
1633,80
1634,79
1635,78
1636,77
1637,76
1638,75
1639,74
1640,73
1641,72
1642,71
1643,70
1644,69
1645,68
1646,67
1647,66
1648,65
1649,64
1650,63
1651,62
1652,61
1653,60
1654,59
1655,58
1656,57
1657,56
1658,55
1659,54
1660,53
1661,52
1662,51
1663,50
1664,49
1665,48
1666,47
1667,46
1668,45
1669,44
1670,43
1671,42
1672,41
1673,40
1674,39
1675,38
1676,37
1677,36
1678,35
1679,34
1680,33
1681,32
1682,31
1683,30
1684,29
1685,28
1686,27
1687,26
1688,25
1689,24
1690,23
1691,22
1692,21
1693,20
1694,19
1695,18
1696,17
1697,16
1698,15
1699,14
1700,13
1701,12
1702,11
1703,10
1704,9
1705,8
1706,7
1707,6
1708,5
1709,4
1710,3
1711,2
1712,1
1713,0
1714,200
1715,199
1716,198
1717,197
1718,196
1719,195
1720,194
1721,193
1722,192
1723,191
1724,190
1725,189
1726,188
1727,187
1728,186
1729,185
1730,184
1731,183
1732,182
1733,181
1734,180
1735,179
1736,178
1737,177
1738,176
1739,175
1740,174
1741,173
1742,172
1743,171
1744,170
1745,169
1746,168
1747,167
1748,166
1749,165
1750,164
1751,163
1752,162
1753,161
1754,160
1755,159
1756,158
1757,157
1758,156
1759,155
1760,154
1761,153
1762,152
1763,151
1764,150
1765,149
1766,148
1767,147
1768,146
1769,145
1770,144
1771,143
1772,142
1773,141
1774,140
1775,139
1776,138
1777,137
1778,136
1779,135
1780,134
1781,133
1782,132
1783,131
1784,130
1785,129
1786,128
1787,127
1788,126
1789,125
1790,124
1791,123
1792,122
1793,121
1794,120
1795,119
1796,118
1797,117
1798,116
1799,115
1800,114
1801,113
1802,112
1803,111
1804,110
1805,109
1806,108
1807,107
1808,106
1809,105
1810,104
1811,103
1812,102
1813,101
1814,100
1815,99
1816,98
1817,97
1818,96
1819,95
1820,94
1821,93
1822,92
1823,91
1824,90
1825,89
1826,88
1827,87
1828,86
1829,85
1830,84
1831,83
1832,82
1833,81
1834,80
1835,79
1836,78
1837,77
1838,76
1839,75
1840,74
1841,73
1842,72
1843,71
1844,70
1845,69
1846,68
1847,67
1848,66
1849,65
1850,64
1851,63
1852,62
1853,61
1854,60
1855,59
1856,58
1857,57
1858,56
1859,55
1860,54
1861,53
1862,52
1863,51
1864,50
1865,49
1866,48
1867,47
1868,46
1869,45
1870,44
1871,43
1872,42
1873,41
1874,40
1875,39
1876,38
1877,37
1878,36
1879,35
1880,34
1881,33
1882,32
1883,31
1884,30
1885,29
1886,28
1887,27
1888,26
1889,25
1890,24
1891,23
1892,22
1893,21
1894,20
1895,19
1896,18
1897,17
1898,16
1899,15
1900,14
1901,13
1902,12
1903,11
1904,10
1905,9
1906,8
1907,7
1908,6
1909,5
1910,4
1911,3
1912,2
1913,1
1914,0
1915,221
1916,220
1917,219
1918,218
1919,217
1920,216
1921,215
1922,214
1923,213
1924,212
1925,211
1926,210
1927,209
1928,208
1929,207
1930,206
1931,205
1932,204
1933,203
1934,202
1935,201
1936,200
1937,199
1938,198
1939,197
1940,196
1941,195
1942,194
1943,193
1944,192
1945,191
1946,190
1947,189
1948,188
1949,187
1950,186
1951,185
1952,184
1953,183
1954,182
1955,181
1956,180
1957,179
1958,178
1959,177
1960,176
1961,175
1962,174
1963,173
1964,172
1965,171
1966,170
1967,169
1968,168
1969,167
1970,166
1971,165
1972,164
1973,163
1974,162
1975,161
1976,160
1977,159
1978,158
1979,157
1980,156
1981,155
1982,154
1983,153
1984,152
1985,151
1986,150
1987,149
1988,148
1989,147
1990,146
1991,145
1992,144
1993,143
1994,142
1995,141
1996,140
1997,139
1998,138
1999,137
2000,136
2001,135
2002,134
2003,133
2004,132
2005,131
2006,130
2007,129
2008,128
2009,127
2010,126
2011,125
2012,124
2013,123
2014,122
2015,121
2016,120
2017,119
2018,118
2019,117
2020,116
2021,115
2022,114
2023,113
2024,112
2025,111
2026,110
2027,109
2028,108
2029,107
2030,106
2031,105
2032,104
2033,103
2034,102
2035,101
2036,100
2037,99
2038,98
2039,97
2040,96
2041,95
2042,94
2043,93
2044,92
2045,91
2046,90
2047,89
2048,88
2049,87
2050,86
2051,85
2052,84
2053,83
2054,82
2055,81
2056,80
2057,79
2058,78
2059,77
2060,76
2061,75
2062,74
2063,73
2064,72
2065,71
2066,70
2067,69
2068,68
2069,67
2070,66
2071,65
2072,64
2073,63
2074,62
2075,61
2076,60
2077,59
2078,58
2079,57
2080,56
2081,55
2082,54
2083,53
2084,52
2085,51
2086,50
2087,49
2088,48
2089,47
2090,46
2091,45
2092,44
2093,43
2094,42
2095,41
2096,40
2097,39
2098,38
2099,37
2100,36
2101,35
2102,34
2103,33
2104,32
2105,31
2106,30
2107,29
2108,28
2109,27
2110,26
2111,25
2112,24
2113,23
2114,22
2115,21
2116,20
2117,19
2118,18
2119,17
2120,16
2121,15
2122,14
2123,13
2124,12
2125,11
2126,10
2127,9
2128,8
2129,7
2130,6
2131,5
2132,4
2133,3
2134,2
2135,1
2136,0
2137,239
2138,238
2139,237
2140,236
2141,235
2142,234
2143,233
2144,232
2145,231
2146,230
2147,229
2148,228
2149,227
2150,226
2151,225
2152,224
2153,223
2154,222
2155,221
2156,220
2157,219
2158,218
2159,217
2160,216
2161,215
2162,214
2163,213
2164,212
2165,211
2166,210
2167,209
2168,208
2169,207
2170,206
2171,205
2172,204
2173,203
2174,202
2175,201
2176,200
2177,199
2178,198
2179,197
2180,196
2181,195
2182,194
2183,193
2184,192
2185,191
2186,190
2187,189
2188,188
2189,187
2190,186
2191,185
2192,184
2193,183
2194,182
2195,181
2196,180
2197,179
2198,178
2199,177
2200,176
2201,175
2202,174
2203,173
2204,172
2205,171
2206,170
2207,169
2208,168
2209,167
2210,166
2211,165
2212,164
2213,163
2214,162
2215,161
2216,160
2217,159
2218,158
2219,157
2220,156
2221,155
2222,154
2223,153
2224,152
2225,151
2226,150
2227,149
2228,148
2229,147
2230,146
2231,145
2232,144
2233,143
2234,142
2235,141
2236,140
2237,139
2238,138
2239,137
2240,136
2241,135
2242,134
2243,133
2244,132
2245,131
2246,130
2247,129
2248,128
2249,127
2250,126
2251,125
2252,124
2253,123
2254,122
2255,121
2256,120
2257,119
2258,118
2259,117
2260,116
2261,115
2262,114
2263,113
2264,112
2265,111
2266,110
2267,109
2268,108
2269,107
2270,106
2271,105
2272,104
2273,103
2274,102
2275,101
2276,100
2277,99
2278,98
2279,97
2280,96
2281,95
2282,94
2283,93
2284,92
2285,91
2286,90
2287,89
2288,88
2289,87
2290,86
2291,85
2292,84
2293,83
2294,82
2295,81
2296,80
2297,79
2298,78
2299,77
2300,76
2301,75
2302,74
2303,73
2304,72
2305,71
2306,70
2307,69
2308,68
2309,67
2310,66
2311,65
2312,64
2313,63
2314,62
2315,61
2316,60
2317,59
2318,58
2319,57
2320,56
2321,55
2322,54
2323,53
2324,52
2325,51
2326,50
2327,49
2328,48
2329,47
2330,46
2331,45
2332,44
2333,43
2334,42
2335,41
2336,40
2337,39
2338,38
2339,37
2340,36
2341,35
2342,34
2343,33
2344,32
2345,31
2346,30
2347,29
2348,28
2349,27
2350,26
2351,25
2352,24
2353,23
2354,22
2355,21
2356,20
2357,19
2358,18
2359,17
2360,16
2361,15
2362,14
2363,13
2364,12
2365,11
2366,10
2367,9
2368,8
2369,7
2370,6
2371,5
2372,4
2373,3
2374,2
2375,1
2376,0
2377,169
2378,168
2379,167
2380,166
2381,165
2382,164
2383,163
2384,162
2385,161
2386,160
2387,159
2388,158
2389,157
2390,156
2391,155
2392,154
2393,153
2394,152
2395,151
2396,150
2397,149
2398,148
2399,147
2400,146
2401,145
2402,144
2403,143
2404,142
2405,141
2406,140
2407,139
2408,138
2409,137
2410,136
2411,135
2412,134
2413,133
2414,132
2415,131
2416,130
2417,129
2418,128
2419,127
2420,126
2421,125
2422,124
2423,123
2424,122
2425,121
2426,120
2427,119
2428,118
2429,117
2430,116
2431,115
2432,114
2433,113
2434,112
2435,111
2436,110
2437,109
2438,108
2439,107
2440,106
2441,105
2442,104
2443,103
2444,102
2445,101
2446,100
2447,99
2448,98
2449,97
2450,96
2451,95
2452,94
2453,93
2454,92
2455,91
2456,90
2457,89
2458,88
2459,87
2460,86
2461,85
2462,84
2463,83
2464,82
2465,81
2466,80
2467,79
2468,78
2469,77
2470,76
2471,75
2472,74
2473,73
2474,72
2475,71
2476,70
2477,69
2478,68
2479,67
2480,66
2481,65
2482,64
2483,63
2484,62
2485,61
2486,60
2487,59
2488,58
2489,57
2490,56
2491,55
2492,54
2493,53
2494,52
2495,51
2496,50
2497,49
2498,48
2499,47
2500,46
2501,45
2502,44
2503,43
2504,42
2505,41
2506,40
2507,39
2508,38
2509,37
2510,36
2511,35
2512,34
2513,33
2514,32
2515,31
2516,30
2517,29
2518,28
2519,27
2520,26
2521,25
2522,24
2523,23
2524,22
2525,21
2526,20
2527,19
2528,18
2529,17
2530,16
2531,15
2532,14
2533,13
2534,12
2535,11
2536,10
2537,9
2538,8
2539,7
2540,6
2541,5
2542,4
2543,3
2544,2
2545,1
2546,0
2547,162
2548,161
2549,160
2550,159
2551,158
2552,157
2553,156
2554,155
2555,154
2556,153
2557,152
2558,151
2559,150
2560,149
2561,148
2562,147
2563,146
2564,145
2565,144
2566,143
2567,142
2568,141
2569,140
2570,139
2571,138
2572,137
2573,136
2574,135
2575,134
2576,133
2577,132
2578,131
2579,130
2580,129
2581,128
2582,127
2583,126
2584,125
2585,124
2586,123
2587,122
2588,121
2589,120
2590,119
2591,118
2592,117
2593,116
2594,115
2595,114
2596,113
2597,112
2598,111
2599,110
2600,109
2601,108
2602,107
2603,106
2604,105
2605,104
2606,103
2607,102
2608,101
2609,100
2610,99
2611,98
2612,97
2613,96
2614,95
2615,94
2616,93
2617,92
2618,91
2619,90
2620,89
2621,88
2622,87
2623,86
2624,85
2625,84
2626,83
2627,82
2628,81
2629,80
2630,79
2631,78
2632,77
2633,76
2634,75
2635,74
2636,73
2637,72
2638,71
2639,70
2640,69
2641,68
2642,67
2643,66
2644,65
2645,64
2646,63
2647,62
2648,61
2649,60
2650,59
2651,58
2652,57
2653,56
2654,55
2655,54
2656,53
2657,52
2658,51
2659,50
2660,49
2661,48
2662,47
2663,46
2664,45
2665,44
2666,43
2667,42
2668,41
2669,40
2670,39
2671,38
2672,37
2673,36
2674,35
2675,34
2676,33
2677,32
2678,31
2679,30
2680,29
2681,28
2682,27
2683,26
2684,25
2685,24
2686,23
2687,22
2688,21
2689,20
2690,19
2691,18
2692,17
2693,16
2694,15
2695,14
2696,13
2697,12
2698,11
2699,10
2700,9
2701,8
2702,7
2703,6
2704,5
2705,4
2706,3
2707,2
2708,1
2709,0
2710,179
2711,178
2712,177
2713,176
2714,175
2715,174
2716,173
2717,172
2718,171
2719,170
2720,169
2721,168
2722,167
2723,166
2724,165
2725,164
2726,163
2727,162
2728,161
2729,160
2730,159
2731,158
2732,157
2733,156
2734,155
2735,154
2736,153
2737,152
2738,151
2739,150
2740,149
2741,148
2742,147
2743,146
2744,145
2745,144
2746,143
2747,142
2748,141
2749,140
2750,139
2751,138
2752,137
2753,136
2754,135
2755,134
2756,133
2757,132
2758,131
2759,130
2760,129
2761,128
2762,127
2763,126
2764,125
2765,124
2766,123
2767,122
2768,121
2769,120
2770,119
2771,118
2772,117
2773,116
2774,115
2775,114
2776,113
2777,112
2778,111
2779,110
2780,109
2781,108
2782,107
2783,106
2784,105
2785,104
2786,103
2787,102
2788,101
2789,100
2790,99
2791,98
2792,97
2793,96
2794,95
2795,94
2796,93
2797,92
2798,91
2799,90
2800,89
2801,88
2802,87
2803,86
2804,85
2805,84
2806,83
2807,82
2808,81
2809,80
2810,79
2811,78
2812,77
2813,76
2814,75
2815,74
2816,73
2817,72
2818,71
2819,70
2820,69
2821,68
2822,67
2823,66
2824,65
2825,64
2826,63
2827,62
2828,61
2829,60
2830,59
2831,58
2832,57
2833,56
2834,55
2835,54
2836,53
2837,52
2838,51
2839,50
2840,49
2841,48
2842,47
2843,46
2844,45
2845,44
2846,43
2847,42
2848,41
2849,40
2850,39
2851,38
2852,37
2853,36
2854,35
2855,34
2856,33
2857,32
2858,31
2859,30
2860,29
2861,28
2862,27
2863,26
2864,25
2865,24
2866,23
2867,22
2868,21
2869,20
2870,19
2871,18
2872,17
2873,16
2874,15
2875,14
2876,13
2877,12
2878,11
2879,10
2880,9
2881,8
2882,7
2883,6
2884,5
2885,4
2886,3
2887,2
2888,1
2889,0
2890,206
2891,205
2892,204
2893,203
2894,202
2895,201
2896,200
2897,199
2898,198
2899,197
2900,196
2901,195
2902,194
2903,193
2904,192
2905,191
2906,190
2907,189
2908,188
2909,187
2910,186
2911,185
2912,184
2913,183
2914,182
2915,181
2916,180
2917,179
2918,178
2919,177
2920,176
2921,175
2922,174
2923,173
2924,172
2925,171
2926,170
2927,169
2928,168
2929,167
2930,166
2931,165
2932,164
2933,163
2934,162
2935,161
2936,160
2937,159
2938,158
2939,157
2940,156
2941,155
2942,154
2943,153
2944,152
2945,151
2946,150
2947,149
2948,148
2949,147
2950,146
2951,145
2952,144
2953,143
2954,142
2955,141
2956,140
2957,139
2958,138
2959,137
2960,136
2961,135
2962,134
2963,133
2964,132
2965,131
2966,130
2967,129
2968,128
2969,127
2970,126
2971,125
2972,124
2973,123
2974,122
2975,121
2976,120
2977,119
2978,118
2979,117
2980,116
2981,115
2982,114
2983,113
2984,112
2985,111
2986,110
2987,109
2988,108
2989,107
2990,106
2991,105
2992,104
2993,103
2994,102
2995,101
2996,100
2997,99
